# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-2165432.62451,-2133292.62266,-413802.52379,  -0.00001,  -0.00001,  -0.00001,1834158.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472806432.00000,   0.00000
-4330865.24902,-4266585.24533,-831622.54782,  -0.00001,  -0.00001,  -0.00001,4141270.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470499296.00000,   0.00000
-6502324.12388,-6413939.11880,-1245425.07161,  -0.00002,  -0.00002,  -0.00002,6366100.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468274480.00000,   0.00000
-8653695.49759,-8541205.49112,-1663245.09564,  -0.00002,  -0.00002,  -0.00002,8561399.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466079184.00000,   0.00000
-10811093.12164,-10682533.11425,-2081065.11966,  -0.00003,  -0.00003,  -0.00003,10809717.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463830864.00000,   0.00000
-12954429.49488,-12817834.48703,-2494867.64345,  -0.00003,  -0.00003,  -0.00003,13076850.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461563728.00000,   0.00000
-15097765.86812,-14953135.85981,-2912687.66748,  -0.00004,  -0.00004,  -0.00004,15360586.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-459279984.00000,   0.00000
-17247128.49171,-17102498.48339,-3326490.19127,  -0.00005,  -0.00004,  -0.00004,17656346.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-456984224.00000,   0.00000
