# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-2853380.67692,-2654802.40280,-264771.03216,  -0.00001,  -0.00001,  -0.00000,2481577.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472159008.00000,   0.00000
-5723309.54334,-5316696.88681,-534270.11846,  -0.00002,  -0.00001,  -0.00001,5127609.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469512960.00000,   0.00000
-8576690.22026,-7971499.28961,-803769.20476,  -0.00002,  -0.00002,  -0.00001,7906855.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466733728.00000,   0.00000
-11439527.00546,-10616845.58412,-1077996.34521,  -0.00003,  -0.00003,  -0.00001,10729384.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463911200.00000,   0.00000
-14302363.79067,-13262191.87862,-1352223.48566,  -0.00004,  -0.00003,  -0.00002,13551206.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461089376.00000,   0.00000
-17148652.38637,-15900446.09191,-1626450.62611,  -0.00005,  -0.00004,  -0.00002,16354009.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-458286560.00000,   0.00000
-20011489.17157,-18545792.38641,-1905405.82071,  -0.00005,  -0.00005,  -0.00002,19172964.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-455467616.00000,   0.00000
-22874325.95678,-21191138.68092,-2184361.01530,  -0.00006,  -0.00005,  -0.00003,21997208.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-452643360.00000,   0.00000
