# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
482022.74271,225842.82351,-593258.76026,   0.00000,   0.00000,  -0.00001,1109214.76644,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473530921.06009,   0.00000
977528.63906,438202.49337,-1186517.52052,   0.00000,   0.00000,  -0.00002,2223218.31089,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472416917.51564,   0.00000
1473034.53541,650562.16324,-1786517.85759,   0.00001,   0.00000,  -0.00002,3348088.93302,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471292046.89351,   0.00000
1968540.43176,862921.83310,-2379776.61785,   0.00001,   0.00000,  -0.00003,4462185.47981,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470177950.34672,   0.00000
2487641.84699,1085393.86820,-2973035.37811,   0.00001,   0.00000,  -0.00004,5584190.96016,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469055944.86637,   0.00000
3020226.41586,1294382.74965,-3573035.71519,   0.00001,   0.00000,  -0.00005,6722173.60673,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467917962.21980,   0.00000
3552810.98473,1503371.63111,-4173036.05227,   0.00001,  -0.00000,  -0.00005,7860285.40130,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466779850.42523,   0.00000
4108991.07247,1722472.87779,-4766294.81253,   0.00002,  -0.00000,  -0.00006,8995876.47151,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465644259.35502,   0.00000
4665171.16021,1941574.12448,-5366295.14960,   0.00002,  -0.00000,  -0.00007,10142343.28555,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464497792.54098,   0.00000
5244946.76682,2170787.73640,-5966295.48668,   0.00002,  -0.00000,  -0.00008,11297175.10562,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463342960.72091,   0.00000
5814610.00821,2376405.82944,-6566295.82376,   0.00002,  -0.00000,  -0.00009,12449411.37684,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462190724.44969,   0.00000
6407868.76847,2592136.28772,-7166296.16084,   0.00002,  -0.00000,  -0.00009,13610190.50274,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461029945.32379,   0.00000
7001127.52872,2807866.74599,-7766296.49792,   0.00003,  -0.00000,  -0.00010,14771179.81223,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459868956.01430,   0.00000
7617981.80785,3033709.56950,-8373038.41182,   0.00003,  -0.00000,  -0.00011,15951476.82829,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458688658.99824,   0.00000
8234836.08699,3259552.39301,-8973038.74890,   0.00003,  -0.00000,  -0.00012,17121378.46894,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457518757.35759,   0.00000
8865173.51976,3471912.06287,-9573039.08598,   0.00003,  -0.00000,  -0.00012,18297420.69391,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456342715.13262,   0.00000
9495510.95253,3684271.73274,-10179780.99988,   0.00004,  -0.00000,  -0.00013,19484310.80322,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-455155825.02331,   0.00000
10149443.90418,3906743.76783,-10786522.91378,   0.00004,  -0.00000,  -0.00014,20680179.19217,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453959956.63436,   0.00000
10803376.85583,4129215.80293,-11386523.25086,   0.00004,  -0.00000,  -0.00015,21865786.86956,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452774348.95697,   0.00000
11457309.80748,4351687.83803,-11993265.16476,   0.00004,  -0.00000,  -0.00016,23062170.91375,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451577964.91278,   0.00000
12124725.91277,4560676.71948,-12600007.07866,   0.00005,  -0.00000,  -0.00016,24265043.38643,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-450375092.44010,   0.00000
