# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
482022.74271,225842.82351,-593258.76026,   0.00000,   0.00000,  -0.00001,1917516.87500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472723072.00000,   0.00000
977528.63906,438202.49337,-1186517.52052,   0.00000,   0.00000,  -0.00002,3206982.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471433600.00000,   0.00000
1473034.53541,650562.16324,-1786517.85759,   0.00001,   0.00000,  -0.00002,4374358.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470266208.00000,   0.00000
1968540.43176,862921.83310,-2379776.61785,   0.00001,   0.00000,  -0.00003,5542477.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469098112.00000,   0.00000
2487641.84699,1085393.86820,-2973035.37811,   0.00001,   0.00000,  -0.00004,6685256.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467955328.00000,   0.00000
3020226.41586,1294382.74965,-3573035.71519,   0.00001,   0.00000,  -0.00005,7796853.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466843728.00000,   0.00000
3552810.98473,1503371.63111,-4173036.05227,   0.00001,  -0.00000,  -0.00005,8870060.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465770512.00000,   0.00000
4108991.07247,1722472.87779,-4766294.81253,   0.00002,  -0.00000,  -0.00006,9921628.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464718944.00000,   0.00000
