# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-3788611.21135,-3077212.59961,339155.15211,  -0.00001,  -0.00001,   0.00000,3536881.22376,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471103254.60277,   0.00000
-7571018.36504,-6139949.06469,678310.30422,  -0.00002,  -0.00001,   0.00001,7064979.90641,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467575155.92012,   0.00000
-11359629.57640,-9217161.66430,1017465.45632,  -0.00003,  -0.00002,   0.00001,10601859.21766,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464038276.60887,   0.00000
-15148240.78775,-12294374.26391,1356620.60843,  -0.00004,  -0.00003,   0.00002,14138739.48575,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460501396.34078,   0.00000
-18922375.86456,-15365382.80587,1691639.72210,  -0.00006,  -0.00003,   0.00002,17663144.77162,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456976991.05491,   0.00000
-22696510.94137,-18436391.34782,2030794.87421,  -0.00007,  -0.00004,   0.00003,21188741.35856,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453451394.46797,   0.00000
-26476850.07584,-21521876.02432,2365813.98788,  -0.00008,  -0.00005,   0.00003,24721943.29283,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449918192.53370,   0.00000
-30250985.15266,-24592884.56627,2696697.06310,  -0.00009,  -0.00005,   0.00004,28245169.73345,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-446394966.09308,   0.00000
-34010644.09493,-27657689.05056,3031716.17677,  -0.00010,  -0.00006,   0.00004,31758302.30840,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-442881833.51813,   0.00000
-37770303.03720,-30722493.53485,3362599.25200,  -0.00011,  -0.00007,   0.00004,35270252.77539,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-439369883.05114,   0.00000
-41521689.90259,-33795570.09603,3693482.32722,  -0.00012,  -0.00007,   0.00005,38779731.09729,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-435860404.72924,   0.00000
-45281348.84486,-36860374.58032,4024365.40245,  -0.00013,  -0.00008,   0.00005,42291687.57764,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-432348448.24889,   0.00000
-49032735.71025,-39933451.14149,4351112.43924,  -0.00015,  -0.00009,   0.00006,45799998.62291,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-428840137.20362,   0.00000
-52777918.51797,-42992051.56813,4681995.51447,  -0.00016,  -0.00009,   0.00006,49300683.89521,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-425339451.93132,   0.00000
-56514829.24882,-46058924.07164,5008742.55125,  -0.00017,  -0.00010,   0.00007,52797733.74115,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-421842402.08538,   0.00000
-60260012.05655,-49117524.49827,5331353.54960,  -0.00018,  -0.00011,   0.00007,56296071.26126,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-418344064.56527,   0.00000
-63996922.78740,-52184397.00179,5658100.58639,  -0.00019,  -0.00011,   0.00007,59793134.20288,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-414847001.62365,   0.00000
-67727629.46059,-55236793.37076,5980711.58473,  -0.00020,  -0.00012,   0.00008,63280208.54428,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-411359927.28225,   0.00000
-71450064.05690,-58297461.81661,6303322.58308,  -0.00021,  -0.00013,   0.00008,66764840.69929,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-407875295.12724,   0.00000
-75166294.59554,-61343654.12792,6621797.54299,  -0.00022,  -0.00013,   0.00009,70239484.44674,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-404400651.37979,   0.00000
-78888729.19185,-64404322.57377,6944408.54133,  -0.00023,  -0.00014,   0.00009,73724131.91996,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-400916003.90657,   0.00000
