# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
1766275.65419,1128289.79917,-578913.09067,   0.00001,   0.00000,  -0.00001,2694256.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471946304.00000,   0.00000
3520736.75552,2268394.15121,-1163733.45778,   0.00001,   0.00000,  -0.00002,4632081.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470008480.00000,   0.00000
5245661.47466,3378962.12107,-1748553.82489,   0.00002,   0.00001,  -0.00002,6289757.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468350816.00000,   0.00000
6970586.19381,4489530.09093,-2345188.74487,   0.00002,   0.00001,  -0.00003,8018676.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466621904.00000,   0.00000
8683696.36008,5611912.61366,-2941823.66484,   0.00003,   0.00001,  -0.00004,9839228.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464801344.00000,   0.00000
10367270.14418,6704758.75421,-3538458.58482,   0.00003,   0.00001,  -0.00005,11671472.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-462969104.00000,   0.00000
12050843.92828,7797604.89477,-4146908.05767,   0.00004,   0.00001,  -0.00005,13506847.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461133728.00000,   0.00000
13713742.24485,8881590.12067,-4755357.53052,   0.00005,   0.00001,  -0.00006,15306391.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-459334192.00000,   0.00000
