# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
2174898.05165,2509497.75191,217489.80517,   0.00001,   0.00001,   0.00000,3459486.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471181088.00000,   0.00000
4321912.79495,4991112.19546,429402.94866,   0.00001,   0.00001,   0.00001,5239503.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469401088.00000,   0.00000
6496810.84661,7500609.94737,646892.75383,   0.00001,   0.00002,   0.00001,7433584.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467206992.00000,   0.00000
8671708.89826,10010107.69928,858805.89732,   0.00002,   0.00003,   0.00001,9942826.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464697744.00000,   0.00000
10818723.64156,12491722.14283,1070719.04081,   0.00002,   0.00004,   0.00001,12473386.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-462167184.00000,   0.00000
12974103.37737,14992854.90223,1282632.18431,   0.00003,   0.00004,   0.00002,14970686.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-459669888.00000,   0.00000
15129483.11317,17493987.66164,1488968.66613,   0.00003,   0.00005,   0.00002,17400962.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-457239616.00000,   0.00000
17284862.84898,19995120.42104,1700881.80963,   0.00004,   0.00006,   0.00002,19786570.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-454854000.00000,   0.00000
