# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-22152.60561,-4777578.60944,221526.05608,   0.00001,  -0.00002,   0.00000,4113593.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470526976.00000,   0.00000
-81226.22056,-9592078.22823,450436.31403,   0.00002,  -0.00004,   0.00001,7817385.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466823184.00000,   0.00000
-118147.22991,-14354888.43394,686730.77385,   0.00003,  -0.00007,   0.00001,13042298.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461598272.00000,   0.00000
-206757.65234,-19139851.24525,915641.03179,   0.00004,  -0.00009,   0.00001,18335350.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-456305232.00000,   0.00000
-295368.07477,-23924814.05657,1159319.69348,   0.00005,  -0.00011,   0.00002,23495724.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-451144848.00000,   0.00000
-435667.91029,-28731929.47349,1395614.15330,   0.00005,  -0.00013,   0.00002,28509900.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-446130672.00000,   0.00000
-564891.44300,-33513200.18387,1639292.81499,   0.00006,  -0.00015,   0.00002,33365040.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-441275536.00000,   0.00000
-719959.68226,-38305547.19705,1882971.47667,   0.00007,  -0.00017,   0.00002,38116676.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-436523904.00000,   0.00000
