# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
3088760.24192,2644866.55446,-801474.71347,   0.00001,   0.00001,  -0.00001,3208346.21158,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471431789.61495,   0.00000
6165190.10364,5302063.48913,-1596784.23684,   0.00002,   0.00001,  -0.00002,6409553.54153,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-468230582.28500,   0.00000
9232372.18020,7937682.25843,-2392093.76021,   0.00003,   0.00002,  -0.00003,9598239.24084,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465041896.58569,   0.00000
12277976.09139,10564053.24258,-3181238.09348,   0.00004,   0.00002,  -0.00004,12767284.44480,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461872851.38173,   0.00000
15302001.83723,13181176.44158,-3970382.42674,   0.00004,   0.00003,  -0.00005,15921309.50420,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458718826.32233,   0.00000
18326027.58306,15798299.64057,-4753361.56990,   0.00005,   0.00004,  -0.00006,19070732.08276,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-455569403.74377,   0.00000
21350053.32889,18415422.83956,-5536340.71307,   0.00006,   0.00004,  -0.00007,22220160.24427,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452419975.58226,   0.00000
24352500.90937,21023298.25340,-6306989.47602,   0.00007,   0.00005,  -0.00008,25345370.95626,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449294764.87027,   0.00000
27354948.48984,23631173.66724,-7083803.42908,   0.00008,   0.00005,  -0.00009,28475197.10936,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-446164938.71717,   0.00000
30335817.90495,26229801.29592,-7854452.19203,   0.00009,   0.00006,  -0.00010,31585425.52983,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-443054710.29670,   0.00000
33285861.36954,28797602.97409,-8618935.76488,   0.00010,   0.00007,  -0.00011,34663462.67978,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-439976673.14675,   0.00000
36245152.61928,31386982.81762,-9377254.14763,   0.00010,   0.00007,  -0.00012,37749522.94206,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-436890612.88447,   0.00000
39204443.86903,33976362.66114,-10135572.53038,   0.00011,   0.00008,  -0.00013,40835606.12375,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-433804529.70277,   0.00000
42132909.16825,36534916.55415,-10893890.91313,   0.00012,   0.00008,  -0.00014,43894081.82927,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-430746053.99726,   0.00000
45049044.08727,39105800.82737,-11646044.10577,   0.00013,   0.00009,  -0.00015,46945629.35916,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-427694506.46737,   0.00000
47955931.22114,41655106.93522,-12392032.10831,   0.00014,   0.00010,  -0.00016,49979968.07919,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-424660167.74734,   0.00000
50872066.14016,44225991.20844,-13131854.92075,   0.00015,   0.00010,  -0.00017,53022398.12425,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-421617737.70228,   0.00000
53757375.10866,46766049.53114,-13877842.92329,   0.00015,   0.00011,  -0.00018,56041790.41516,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-418598345.41137,   0.00000
56630353.69696,49318438.23404,-14611500.54562,   0.00016,   0.00011,  -0.00019,59049746.42872,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-415590389.39781,   0.00000
59494084.50010,51849248.77159,-15345158.16795,   0.00017,   0.00012,  -0.00020,62045054.10262,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-412595081.72391,   0.00000
62345484.92303,54392389.68934,-16072650.60018,   0.00018,   0.00013,  -0.00021,65033544.62927,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-409606591.19726,   0.00000
