# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-2083529.33348,-2230386.02659,422212.99269,  -0.00001,  -0.00001,   0.00001,2281103.46834,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472359032.35819,   0.00000
-4160174.75946,-4444709.60236,844425.98537,  -0.00001,  -0.00001,   0.00001,4550922.38036,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470089213.44617,   0.00000
-6259766.54375,-6681979.53644,1262049.70640,  -0.00002,  -0.00002,   0.00002,6839897.96296,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467800237.86357,   0.00000
-8359358.32804,-8919249.47051,1679673.42743,  -0.00002,  -0.00002,   0.00002,9128887.60480,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465511248.22173,   0.00000
-10465834.01981,-11172581.85540,2097297.14846,  -0.00003,  -0.00003,   0.00003,11429166.45085,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463210969.37568,   0.00000
-12597550.70572,-13423619.60445,2510331.59782,  -0.00003,  -0.00004,   0.00003,13736535.68553,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460903600.14100,   0.00000
-14720088.84830,-15683835.89682,2923366.04719,  -0.00004,  -0.00004,   0.00004,16044764.67246,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458595371.15407,   0.00000
-16867867.98501,-17941757.55337,3331811.22490,  -0.00004,  -0.00005,   0.00004,18360156.17443,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456279979.65210,   0.00000
-19006468.57840,-20208857.75323,3740256.40261,  -0.00005,  -0.00005,   0.00005,20676395.07970,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453963740.74683,   0.00000
-21177194.07341,-22489725.76807,4148701.58032,  -0.00005,  -0.00006,   0.00005,23013630.76756,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451626505.05897,   0.00000
-23338741.02511,-24779772.32623,4557146.75802,  -0.00006,  -0.00007,   0.00006,25351686.72724,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449288449.09928,   0.00000
-25509466.52012,-27060640.34107,4961002.66407,  -0.00006,  -0.00007,   0.00006,27686518.04245,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-446953617.78407,   0.00000
-27696254.46593,-29348392.26341,5360269.29846,  -0.00007,  -0.00008,   0.00007,30029444.89083,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444610690.93570,   0.00000
-29889926.31924,-31652206.63655,5764125.20451,  -0.00007,  -0.00009,   0.00007,32386157.13919,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-442253978.68734,   0.00000
-32099660.62336,-33962904.91718,6163391.83890,  -0.00008,  -0.00009,   0.00008,34750994.19877,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-439889141.62776,   0.00000
-34293332.47667,-36266719.29032,6558069.20163,  -0.00009,  -0.00010,   0.00009,37102907.33807,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-437537228.48846,   0.00000
-36519129.23160,-38584301.47843,6952746.56436,  -0.00009,  -0.00010,   0.00009,39475968.42099,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-435164167.40553,   0.00000
-38744925.98652,-40901883.66655,7347423.92709,  -0.00010,  -0.00011,   0.00010,41849096.01050,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-432791039.81603,   0.00000
-40970722.74145,-43219465.85467,7742101.28981,  -0.00010,  -0.00012,   0.00010,44222279.39964,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-430417856.42689,   0.00000
-43212581.94718,-45543931.95028,8132189.38088,  -0.00011,  -0.00012,   0.00011,46603686.51529,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-428036449.31124,   0.00000
-45454441.15292,-47868398.04589,8522277.47195,  -0.00011,  -0.00013,   0.00011,48985162.13987,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-425654973.68666,   0.00000
