# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-2083529.33348,-2230386.02659,422212.99269,  -0.00001,  -0.00001,   0.00001,2050406.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472590176.00000,   0.00000
-4160174.75946,-4444709.60236,844425.98537,  -0.00001,  -0.00001,   0.00001,4124818.75000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470515744.00000,   0.00000
-6259766.54375,-6681979.53644,1262049.70640,  -0.00002,  -0.00002,   0.00002,6465053.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468175520.00000,   0.00000
-8359358.32804,-8919249.47051,1679673.42743,  -0.00002,  -0.00002,   0.00002,8799187.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465841392.00000,   0.00000
-10465834.01981,-11172581.85540,2097297.14846,  -0.00003,  -0.00003,   0.00003,11123802.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463516768.00000,   0.00000
-12597550.70572,-13423619.60445,2510331.59782,  -0.00003,  -0.00004,   0.00003,13400741.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461239840.00000,   0.00000
-14720088.84830,-15683835.89682,2923366.04719,  -0.00004,  -0.00004,   0.00004,15658990.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-458981584.00000,   0.00000
-16867867.98501,-17941757.55337,3331811.22490,  -0.00004,  -0.00005,   0.00004,17937438.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-456703136.00000,   0.00000
