# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-6544331.17084,-4329935.12512,-721655.85419,  -0.00002,  -0.00001,  -0.00001,5468575.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469172000.00000,   0.00000
-13039233.85851,-8610441.76707,-1433426.01174,  -0.00004,  -0.00001,  -0.00002,11348319.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463292256.00000,   0.00000
-19548965.09113,-12925548.34724,-2145196.16929,  -0.00006,  -0.00002,  -0.00003,17121154.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-457519424.00000,   0.00000
-26058696.32376,-17240654.92740,-2856966.32685,  -0.00008,  -0.00003,  -0.00004,23026012.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-451614560.00000,   0.00000
-32548656.16311,-21575532.90083,-3568736.48440,  -0.00011,  -0.00003,  -0.00005,28937736.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-445702848.00000,   0.00000
-39023787.45752,-25875810.93605,-4280506.64195,  -0.00013,  -0.00004,  -0.00006,34814736.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-439825840.00000,   0.00000
-45513747.29688,-30210688.90948,-4982391.10287,  -0.00015,  -0.00005,  -0.00006,40697496.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-433943072.00000,   0.00000
-51969107.19802,-34530738.33797,-5684275.56379,  -0.00017,  -0.00006,  -0.00007,46539844.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-428100736.00000,   0.00000
