# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-380774.81109,249473.15209,-551466.96779,  -0.00000,   0.00000,  -0.00001,1102073.88700,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473538061.93953,   0.00000
-761549.62218,498946.30419,-1109499.01852,  -0.00000,   0.00000,  -0.00001,2214010.34940,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472426125.47713,   0.00000
-1142324.43327,748419.45628,-1667531.06926,  -0.00001,   0.00001,  -0.00002,3325951.62704,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471314184.19949,   0.00000
-1532946.86878,974914.81805,-2225563.11999,  -0.00001,   0.00001,  -0.00003,4433313.79735,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470206822.02918,   0.00000
-1900591.51397,1211257.80424,-2790160.25367,  -0.00001,   0.00001,  -0.00004,5544049.29622,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469096086.53031,   0.00000
-2291213.94949,1437753.16601,-3354757.38736,  -0.00001,   0.00001,  -0.00004,6661395.27597,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467978740.55056,   0.00000
-2658858.59468,1674096.15220,-3919354.52104,  -0.00002,   0.00001,  -0.00005,7772215.35219,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466867920.47434,   0.00000
-3049481.03019,1900591.51397,-4490516.73768,  -0.00002,   0.00001,  -0.00006,8899529.32118,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465740606.50534,   0.00000
-3426973.29981,2113956.70984,-5055113.87136,  -0.00002,   0.00002,  -0.00007,10005996.24863,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464634139.57790,   0.00000
-3827443.35975,2317474.28129,-5632841.17095,  -0.00002,   0.00002,  -0.00007,11138972.58445,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463501163.24208,   0.00000
-4204935.62936,2530839.47716,-6204003.38758,  -0.00002,   0.00002,  -0.00008,12255513.99556,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462384621.83097,   0.00000
-4582427.89898,2744204.67303,-6781730.68717,  -0.00003,   0.00002,  -0.00009,13382078.99135,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461258056.83518,   0.00000
-4969767.79302,2934592.07857,-7359457.98675,  -0.00003,   0.00002,  -0.00010,14504465.84188,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460135669.98465,   0.00000
-5357107.68706,3124979.48412,-7937185.28634,  -0.00003,   0.00002,  -0.00010,15626953.70096,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459013182.12557,   0.00000
-5744447.58110,3315366.88966,-8514912.58592,  -0.00003,   0.00003,  -0.00011,16749522.26102,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457890613.56551,   0.00000
-6131787.47513,3505754.29521,-9099204.96845,  -0.00003,   0.00003,  -0.00012,17882177.27993,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456757958.54660,   0.00000
-6528974.99360,3673163.91043,-9683497.35099,  -0.00004,   0.00003,  -0.00013,19010839.16449,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-455629296.66203,   0.00000
-6916314.88764,3863551.31597,-10267789.73352,  -0.00004,   0.00003,  -0.00013,20143646.53973,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454496489.28680,   0.00000
-7290524.61578,4040808.55562,-10858647.19901,  -0.00004,   0.00003,  -0.00014,21276046.48839,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453364089.33814,   0.00000
-7697559.75867,4185240.38051,-11442939.58154,  -0.00004,   0.00003,  -0.00015,22401058.01106,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452239077.81547,   0.00000
-8104594.90156,4329672.20541,-12033797.04703,  -0.00005,   0.00004,  -0.00016,23536303.30602,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451103832.52051,   0.00000
