# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
410199.95263,1733425.60627,-95272.24706,  -0.00000,   0.00001,  -0.00000,1577722.29344,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473062413.53309,   0.00000
820399.90526,3466851.21254,-185251.59151,  -0.00000,   0.00001,  -0.00000,3154498.91181,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471485636.91472,   0.00000
1230599.85789,5200276.81881,-280523.83857,  -0.00000,   0.00002,  -0.00000,4732216.81248,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469907919.01405,   0.00000
1643446.26182,6904591.46070,-370503.18302,  -0.00001,   0.00003,  -0.00000,6280031.18265,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-468360104.64388,   0.00000
2064232.01968,8627431.26174,-465775.43008,  -0.00001,   0.00004,  -0.00001,7844453.09775,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466795682.72878,   0.00000
2469139.06969,10313220.74447,-555754.77453,  -0.00001,   0.00004,  -0.00001,9376618.99105,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465263516.83547,   0.00000
2874046.11971,11999010.22721,-645734.11898,  -0.00001,   0.00005,  -0.00001,10908785.28546,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463731350.54107,   0.00000
3297478.32887,13692739.06387,-741006.36604,  -0.00001,   0.00006,  -0.00001,12444284.92836,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462195850.89817,   0.00000
3694446.02496,15360003.38746,-830985.71049,  -0.00001,   0.00006,  -0.00001,13960785.93020,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460679349.89633,   0.00000
4128464.03936,17043146.41889,-920965.05493,  -0.00001,   0.00007,  -0.00001,15482104.76548,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459158031.06105,   0.00000
4528078.18676,18681299.77810,-1016237.30200,  -0.00002,   0.00008,  -0.00001,16970629.98833,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457669505.83820,   0.00000
4954156.84723,20345917.65037,-1106216.64644,  -0.00002,   0.00008,  -0.00001,18476317.64364,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456163818.18289,   0.00000
5353770.99463,21984071.00958,-1196195.99089,  -0.00002,   0.00009,  -0.00002,19963897.78696,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454676238.03957,   0.00000
5782496.10641,23619577.91748,-1286175.33534,  -0.00002,   0.00010,  -0.00002,21440717.00894,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453199418.81759,   0.00000
6192696.05904,25247145.47146,-1376154.67979,  -0.00002,   0.00010,  -0.00002,22915089.91433,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451725045.91220,   0.00000
6613481.81689,26864127.22021,-1471426.92685,  -0.00002,   0.00011,  -0.00002,24377230.10827,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-450262905.71826,   0.00000
7034267.57475,28481108.96896,-1561406.27130,  -0.00002,   0.00012,  -0.00002,25838434.85456,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-448801700.97197,   0.00000
7447113.97869,30079565.55855,-1651385.61574,  -0.00002,   0.00012,  -0.00002,27283970.40415,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-447356165.42238,   0.00000
7870546.18785,31667436.34292,-1741364.96019,  -0.00003,   0.00013,  -0.00002,28716355.22162,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-445923780.60491,   0.00000
8275453.23787,33247367.77337,-1831344.30464,  -0.00003,   0.00014,  -0.00002,30146227.27217,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444493908.55436,   0.00000
8709471.25226,34824652.75251,-1916030.74647,  -0.00003,   0.00014,  -0.00002,31564545.58952,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-443075590.23701,   0.00000
