# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-3532455.36787,-2894720.12516,104628.43826,  -0.00001,  -0.00001,   0.00000,2881225.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471759360.00000,   0.00000
-7047472.66271,-5781966.79044,204274.56993,  -0.00002,  -0.00001,   0.00000,6122499.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468518080.00000,   0.00000
-10579928.03058,-8676686.91559,303920.70161,  -0.00003,  -0.00002,   0.00000,9452693.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465187888.00000,   0.00000
-14087471.86554,-11546495.50783,398584.52670,  -0.00004,  -0.00003,   0.00001,12673244.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461967328.00000,   0.00000
-17612453.77354,-14423777.55994,488266.04521,  -0.00005,  -0.00003,   0.00001,15893541.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-458747040.00000,   0.00000
-21137435.68154,-17301059.61205,572965.25713,  -0.00006,  -0.00004,   0.00001,19134018.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-455506560.00000,   0.00000
-24644979.51649,-20170868.20429,657664.46905,  -0.00007,  -0.00004,   0.00001,22382110.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-452258464.00000,   0.00000
-28169961.42449,-23048150.25640,737381.37439,  -0.00008,  -0.00005,   0.00001,25651464.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-448989120.00000,   0.00000
