# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-1211475.36386,-1031997.53218,106564.96256,  -0.00000,  -0.00000,   0.00000,1147397.12027,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473492738.70626,   0.00000
-2431363.75109,-2083625.45220,213129.92512,  -0.00001,  -0.00000,   0.00000,2307216.16126,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-472332919.66527,   0.00000
-3623208.72711,-3107209.96102,314086.20545,  -0.00001,  -0.00001,   0.00000,3438062.74051,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471202073.08602,   0.00000
-4803836.33865,-4142011.83432,415042.48577,  -0.00001,  -0.00001,   0.00001,4566436.18529,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470073699.64124,   0.00000
-5956420.53899,-5148770.29642,510390.08385,  -0.00002,  -0.00001,   0.00001,5665865.70363,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-468974270.12290,   0.00000
-7089374.35150,-6147115.73516,605737.68193,  -0.00002,  -0.00001,   0.00001,6750393.34754,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467889742.47899,   0.00000
-8230741.18736,-7165091.56174,695476.59777,  -0.00002,  -0.00002,   0.00001,7846061.84319,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466794073.98334,   0.00000
-9344064.61202,-8155023.97712,785215.51362,  -0.00003,  -0.00002,   0.00001,8914290.70620,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465725845.12033,   0.00000
-10437757.64884,-9136543.36914,874954.42946,  -0.00003,  -0.00002,   0.00001,9967688.78917,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464672447.03736,   0.00000
-11539863.70902,-10137693.14899,959084.66306,  -0.00003,  -0.00002,   0.00001,11032370.99247,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-463607764.83406,   0.00000
-12594295.97016,-11102386.49429,1043214.89666,  -0.00004,  -0.00003,   0.00001,12054767.82565,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462585368.00088,   0.00000
-13648728.23130,-12067079.83959,1121736.44802,  -0.00004,  -0.00003,   0.00001,13075809.07200,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461564326.75453,   0.00000
-14711573.51580,-13051403.57273,1200257.99938,  -0.00004,  -0.00003,   0.00002,14109737.95574,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460530397.87079,   0.00000
-15726745.00126,-13999270.87131,1278779.55074,  -0.00004,  -0.00003,   0.00002,15101422.49871,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-459538713.32782,   0.00000
-16741916.48672,-14947138.16989,1351692.41987,  -0.00005,  -0.00004,   0.00002,16091804.91294,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458548330.91359,   0.00000
-17737457.58434,-15886592.44511,1424605.28899,  -0.00005,  -0.00004,   0.00002,17067570.48049,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457572565.34604,   0.00000
-18741411.70532,-16845677.10816,1491909.47587,  -0.00005,  -0.00004,   0.00002,18054998.24022,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456585137.58631,   0.00000
-19697692.02726,-17768305.33666,1564822.34499,  -0.00005,  -0.00004,   0.00002,19001661.67165,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-455638474.15488,   0.00000
-20653972.34920,-18690933.56516,1626517.84963,  -0.00006,  -0.00004,   0.00002,19945732.05597,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454694403.77056,   0.00000
-21610252.67113,-19613561.79366,1693822.03651,  -0.00006,  -0.00005,   0.00002,20891335.52160,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453748800.30493,   0.00000
-22535685.24075,-20538994.36327,1755517.54115,  -0.00006,  -0.00005,   0.00002,21819546.56047,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452820589.26606,   0.00000
