# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
803898.90971,-803898.90971,-1172352.57666,   0.00001,  -0.00001,  -0.00002,3309291.75000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471331296.00000,   0.00000
1620358.73989,-1578489.00501,-2336331.20635,   0.00001,  -0.00001,  -0.00003,7113780.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467526800.00000,   0.00000
2424257.64960,-2382387.91472,-3500309.83604,   0.00002,  -0.00002,  -0.00005,9730760.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464909824.00000,   0.00000
3211408.66536,-3169538.93048,-4664288.46573,   0.00002,  -0.00002,  -0.00006,11501269.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463139312.00000,   0.00000
3985998.76066,-3985998.76066,-5828267.09541,   0.00003,  -0.00003,  -0.00008,13040187.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461600384.00000,   0.00000
4760588.85595,-4802458.59083,-6983871.77812,   0.00003,  -0.00003,  -0.00009,14655129.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-459985440.00000,   0.00000
5505870.13683,-5631479.34147,-8139476.46084,   0.00004,  -0.00004,  -0.00011,16436587.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-458203984.00000,   0.00000
6251151.41771,-6460500.09211,-9295081.14355,   0.00004,  -0.00004,  -0.00012,18385748.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-456254832.00000,   0.00000
