# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-1068421.68064,-858240.36642,337165.85823,  -0.00000,  -0.00000,   0.00000,694058.81250,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473946528.00000,   0.00000
-2136843.36128,-1716480.73283,674331.71647,  -0.00001,  -0.00000,   0.00001,1957323.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472683264.00000,   0.00000
-3218401.37406,-2605372.54091,1011497.57470,  -0.00001,  -0.00001,   0.00001,3046257.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471594304.00000,   0.00000
-4262739.77911,-3465802.29601,1353042.21032,  -0.00001,  -0.00001,   0.00002,4176175.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470464416.00000,   0.00000
-5335540.23713,-4363451.65885,1694586.84593,  -0.00002,  -0.00001,   0.00002,5390820.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469249760.00000,   0.00000
-6393014.97432,-5254532.85561,2036131.48155,  -0.00002,  -0.00001,   0.00003,6563412.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468077168.00000,   0.00000
-7441732.15676,-6154371.60713,2377676.11716,  -0.00002,  -0.00001,   0.00003,7704383.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466936192.00000,   0.00000
-8490449.33919,-7054210.35865,2723599.53016,  -0.00002,  -0.00002,   0.00004,8839134.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465801440.00000,   0.00000
