# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-2871986.99255,-5085742.07461,45846.99874,  -0.00000,  -0.00002,   0.00000,3795247.75000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470845344.00000,   0.00000
-5721050.48573,-10161659.79235,85144.42623,  -0.00001,  -0.00004,   0.00000,7919043.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466721536.00000,   0.00000
-8579938.33579,-15260501.00945,137540.99622,  -0.00001,  -0.00005,   0.00000,12652075.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461988496.00000,   0.00000
-11415902.68647,-20349517.86969,183387.99496,  -0.00001,  -0.00007,   0.00000,17224098.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-457416480.00000,   0.00000
-14251867.03715,-25438534.72992,229234.99370,  -0.00002,  -0.00009,   0.00000,21733380.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-452907200.00000,   0.00000
-17074732.24534,-30540650.73265,281631.56369,  -0.00002,  -0.00011,   0.00000,26236904.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-448403680.00000,   0.00000
-19874673.95416,-35632942.37851,334028.13368,  -0.00002,  -0.00012,   0.00000,30706828.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-443933744.00000,   0.00000
-22684440.01985,-40748157.52374,386424.70367,  -0.00002,  -0.00014,   0.00001,35162740.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-439477840.00000,   0.00000
