# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-1015198.97900,725142.12786,-371272.76946,  -0.00001,   0.00001,  -0.00000,1084645.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473555936.00000,   0.00000
-2010093.97842,1458985.96125,-748346.67595,  -0.00001,   0.00001,  -0.00001,2416639.75000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472223936.00000,   0.00000
-3004988.97784,2192829.79464,-1125420.58243,  -0.00002,   0.00002,  -0.00001,4230200.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470410368.00000,   0.00000
-3979579.99768,2935375.33357,-1508295.62594,  -0.00002,   0.00002,  -0.00002,6075698.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468564864.00000,   0.00000
-4933867.03794,3686622.57803,-1891170.66945,  -0.00003,   0.00003,  -0.00002,7864391.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466776192.00000,   0.00000
-5876551.80415,4426267.54844,-2279846.84998,  -0.00004,   0.00003,  -0.00003,9613306.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465027264.00000,   0.00000
-6790230.88525,5194918.20397,-2668523.03051,  -0.00004,   0.00004,  -0.00003,11338786.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463301792.00000,   0.00000
-7712611.67189,5943264.87992,-3063000.34807,  -0.00005,   0.00004,  -0.00004,13043223.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461597360.00000,   0.00000
