# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
-1458116.35173,-991152.87331,238059.81253,  -0.00000,  -0.00000,   0.00000,1353989.85404,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-473286145.97249,   0.00000
-2893342.33688,-1959415.38004,466963.47842,  -0.00001,  -0.00000,   0.00001,2682469.70269,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-471957666.12384,   0.00000
-4351458.68861,-2950568.25335,691289.07099,  -0.00001,  -0.00000,   0.00001,4029319.00115,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470610816.82538,   0.00000
-5802707.93037,-3925697.87005,911036.59025,  -0.00002,  -0.00001,   0.00001,5365893.02313,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-469274242.80340,   0.00000
-7247090.06215,-4884804.23014,1126206.03619,  -0.00002,  -0.00001,   0.00001,6692236.59562,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-467947899.23091,   0.00000
-8682316.04729,-5853066.73686,1332219.33549,  -0.00003,  -0.00001,   0.00002,8009197.96169,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-466630937.86484,   0.00000
-10126698.17907,-6812173.09695,1533654.56148,  -0.00003,  -0.00001,   0.00002,9328836.28103,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465311299.54550,   0.00000
-11564213.20087,-7755256.20043,1730511.71415,  -0.00004,  -0.00001,   0.00002,10638402.22678,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-464001733.59975,   0.00000
-12992572.07604,-8707495.45054,1922790.79349,  -0.00004,  -0.00001,   0.00002,11940938.70833,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-462699197.11820,   0.00000
-14430087.09784,-9650578.55402,2110491.79953,  -0.00005,  -0.00002,   0.00003,13246317.14505,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461393818.68148,   0.00000
-15851578.86304,-10586794.54751,2289036.65892,  -0.00005,  -0.00002,   0.00003,14534594.21667,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-460105541.60986,   0.00000
-17282226.77486,-11513854.39438,2463003.44500,  -0.00006,  -0.00002,   0.00003,15825875.03194,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-458814260.79459,   0.00000
-18703718.54005,-12450070.38788,2627814.08444,  -0.00006,  -0.00002,   0.00003,17108095.98223,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457532039.84430,   0.00000
-20134366.45188,-13377130.23474,2792624.72388,  -0.00007,  -0.00002,   0.00004,18395557.67190,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-456244578.15463,   0.00000
-21542123.99712,-14281299.71501,2948279.21669,  -0.00007,  -0.00002,   0.00004,19658233.63314,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-454981902.19339,   0.00000
-22956748.65233,-15201492.45190,3099355.63618,  -0.00007,  -0.00002,   0.00004,20926988.70290,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453713147.12363,   0.00000
-24380529.45418,-16112529.04215,3245853.98235,  -0.00008,  -0.00003,   0.00004,22199065.83465,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-452441069.99188,   0.00000
-25788286.99942,-17016698.52243,3387774.25520,  -0.00008,  -0.00003,   0.00004,23456413.04422,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-451183722.78231,   0.00000
-27189177.43468,-17904844.74609,3520538.38142,  -0.00009,  -0.00003,   0.00005,24702214.59099,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-449937921.23554,   0.00000
-28590067.86994,-18792990.96975,3653302.50764,  -0.00009,  -0.00003,   0.00005,25948322.88857,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-448691812.93796,   0.00000
-29990958.30520,-19681137.19341,3776910.48722,  -0.00010,  -0.00003,   0.00005,27190875.94781,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-447449259.87872,   0.00000
