# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-1511538.56622,-1377551.76810,-238663.98414,  -0.00000,  -0.00000,  -0.00000,710243.68750,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473930336.00000,   0.00000
-3023077.13243,-2755103.53620,-473140.88084,  -0.00001,  -0.00001,  -0.00001,2656942.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-471983648.00000,   0.00000
-4540896.32981,-4147310.11035,-703430.69009,  -0.00001,  -0.00001,  -0.00001,4096183.75000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470544384.00000,   0.00000
-6052434.89602,-5524861.87845,-933720.49935,  -0.00002,  -0.00001,  -0.00001,5574814.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469065760.00000,   0.00000
-7555599.28736,-6910787.82144,-1164010.30861,  -0.00002,  -0.00002,  -0.00002,7050031.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467590544.00000,   0.00000
-9073418.48473,-8302994.39558,-1390113.03043,  -0.00003,  -0.00002,  -0.00002,8540802.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466099776.00000,   0.00000
-10576582.87607,-9688920.33857,-1612028.66480,  -0.00003,  -0.00002,  -0.00002,10028962.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464611616.00000,   0.00000
-12079747.26740,-11074846.28155,-1833944.29918,  -0.00003,  -0.00003,  -0.00002,11526828.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463113744.00000,   0.00000
