# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
492833.38125,1343212.54889,241584.99081,  -0.00000,   0.00001,   0.00000,2373156.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472267424.00000,   0.00000
1009825.26158,2710583.59686,488001.68143,  -0.00000,   0.00001,   0.00001,3691991.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-470948576.00000,   0.00000
1536480.54154,4068291.24520,734418.37206,  -0.00000,   0.00002,   0.00001,4805018.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469835552.00000,   0.00000
2104205.26993,5457404.94235,990498.46231,  -0.00000,   0.00002,   0.00001,5839829.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-468800736.00000,   0.00000
2664682.44861,6829607.69013,1241746.85275,  -0.00000,   0.00003,   0.00002,6955309.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467685264.00000,   0.00000
3249318.12636,8225968.93700,1502658.64282,  -0.00000,   0.00003,   0.00002,8203711.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-466436864.00000,   0.00000
3867775.70283,9636825.28332,1763570.43290,  -0.00000,   0.00004,   0.00002,9533696.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-465106880.00000,   0.00000
4478985.72957,11030770.68028,2034145.62260,  -0.00000,   0.00004,   0.00003,10884393.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-463756176.00000,   0.00000
