# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1181185.37500,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-473459392.00000,   0.00000
-2226361.94284,-2944682.80292,-359160.43004,  -0.00000,  -0.00001,  -0.00000,2354540.25000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-472286048.00000,   0.00000
-4452723.88568,-5889365.60585,-713993.62598,  -0.00001,  -0.00002,  -0.00001,4939294.50000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-469701280.00000,   0.00000
-6657449.65804,-8812412.23828,-1068826.82193,  -0.00001,  -0.00003,  -0.00001,7392023.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-467248560.00000,   0.00000
-8862175.43040,-11735458.87072,-1419332.78377,  -0.00002,  -0.00004,  -0.00002,10111197.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-464529376.00000,   0.00000
-11045265.03227,-14636869.33268,-1765511.51152,  -0.00002,  -0.00005,  -0.00002,12885336.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-461755232.00000,   0.00000
-13228354.63414,-17538279.79463,-2107363.00518,  -0.00003,  -0.00005,  -0.00003,15659721.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-458980848.00000,   0.00000
-15411444.23602,-20439690.25658,-2449214.49883,  -0.00003,  -0.00006,  -0.00003,18425544.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-456215040.00000,   0.00000
-17572897.66740,-23319464.54805,-2782411.52429,  -0.00003,  -0.00007,  -0.00004,21155840.00000,   0.00000,274640576.00000,   0.00000,   0.00000,   0.00000,-453484736.00000,   0.00000
