# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-474640135.82653,   0.00000
173267.38980,4413222.34028,264997.18440,  -0.00001,   0.00002,   0.00000,4353453.34428,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-470286682.48225,   0.00000
331246.48051,8790771.98266,529994.36881,  -0.00002,   0.00004,   0.00001,8678603.92544,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-465961531.90108,   0.00000
453552.87331,13153033.32594,794991.55321,  -0.00002,   0.00006,   0.00001,13005323.31523,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-461634812.51130,   0.00000
545282.66791,17443949.27342,1039604.33882,  -0.00003,   0.00008,   0.00001,17271917.89544,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-457368217.93109,   0.00000
637012.46251,21734865.22090,1284217.12442,  -0.00004,   0.00010,   0.00002,21538626.04484,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-453101509.78169,   0.00000
677781.26011,25974820.17138,1528829.91003,  -0.00005,   0.00012,   0.00002,25779010.58432,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-448861125.24221,   0.00000
703261.75861,30179102.42396,1763250.49623,  -0.00006,   0.00014,   0.00002,29989600.67274,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-444650535.15379,   0.00000
677781.26011,34332423.67954,1987478.88304,  -0.00006,   0.00015,   0.00003,34172431.09138,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-440467704.73515,   0.00000
672685.16041,38465360.53631,2211707.26984,  -0.00007,   0.00017,   0.00003,38325400.66892,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-436314735.15761,   0.00000
596243.66491,42567720.79489,2425743.45724,  -0.00008,   0.00019,   0.00003,42481034.83070,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-432159100.99583,   0.00000
524898.26911,46614023.95676,2629587.44525,  -0.00009,   0.00021,   0.00003,46577025.64076,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-428063110.18577,   0.00000
417880.17541,50645038.81954,2833431.43325,  -0.00010,   0.00023,   0.00004,50675595.94350,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-423964539.88303,   0.00000
295573.78261,54640380.98441,3027083.22186,  -0.00011,   0.00025,   0.00004,54744844.80194,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-419895291.02459,   0.00000
122306.39280,58584762.15229,3220735.01046,  -0.00011,   0.00027,   0.00004,58788973.68031,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-415851162.14622,   0.00000
-50960.99700,62529143.32016,3404194.59966,  -0.00012,   0.00028,   0.00004,62831906.95402,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-411808228.87251,   0.00000
-239516.68590,66437851.79013,3577461.98947,  -0.00013,   0.00030,   0.00005,66845741.79159,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-407794394.03494,   0.00000
-494321.67091,70259926.56520,3750729.37927,  -0.00014,   0.00032,   0.00005,70807037.44536,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-403833098.38116,   0.00000
-713453.95801,74097289.63937,3913804.56967,  -0.00015,   0.00034,   0.00005,74764536.72465,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-399875599.10188,   0.00000
-1003931.64092,77904076.11535,4076879.76008,  -0.00016,   0.00036,   0.00005,78728178.98839,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-395911956.83814,   0.00000
-1289313.22412,81654805.49461,4229762.75108,  -0.00017,   0.00037,   0.00005,82632444.52563,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-392007691.30090,   0.00000
-1610367.50523,85390246.57478,4372453.54268,  -0.00017,   0.00039,   0.00006,86538732.49534,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-388101403.33119,   0.00000
-1946710.08544,89090014.95705,4504952.13488,  -0.00018,   0.00041,   0.00006,90416462.31216,   0.00000,274640135.82653,   0.00000,   0.00000,   0.00000,-384223673.51437,   0.00000
